1.7	2.6	6	0.525	18.75	0.2887	0.1172	0.0107
1.7	2.6	6	0.525	26.25	0.7717	0.2542	0.0839
1.7	2.6	6	0.525	33.75	0.6046	0.158	0.0674
1.7	2.6	6	0.525	41.25	0.8378	0.2181	0.1083
1.7	2.6	6	0.525	48.75	0.7405	0.1945	0.0511
1.7	2.6	6	0.525	56.25	0.8409	0.1884	0.1715
1.7	2.6	6	0.525	63.75	0.7815	0.1549	0.142
1.7	2.6	6	0.525	71.25	0.6759	0.1428	0.1212
1.7	2.6	6	0.525	78.75	0.7177	0.14	0.1632
1.7	2.6	6	0.525	86.25	0.9569	0.2211	0.1493
1.7	2.6	6	0.525	93.75	1.0356	0.2429	0.0916
1.7	2.6	6	0.525	101.25	1.0506	0.2363	0.2236
1.7	2.6	6	0.525	108.75	1.099	0.2884	0.1348
1.7	2.6	6	0.525	116.25	1.1082	0.3151	0.1583
1.7	2.6	6	0.525	123.75	0.5915	0.181	0.1014
1.7	2.6	6	0.525	131.25	0.8423	0.1923	0.0959
1.7	2.6	6	0.525	138.75	0.6528	0.1799	0.1973
1.7	2.6	6	0.525	146.25	0.4753	0.1027	0.1196
1.7	2.6	6	0.525	153.75	0.5161	0.0924	0.0944
1.7	2.6	6	0.525	161.25	0.4762	0.0819	0.0759
1.7	2.6	6	0.525	168.75	0.358	0.064	0.0365
1.7	2.6	6	0.525	176.25	0.3302	0.0567	0.0332
1.7	2.6	6	0.525	183.75	0.2309	0.0374	0.0309
1.7	2.6	6	0.525	191.25	0.2182	0.0454	0.025
1.7	2.6	6	0.525	198.75	0.4478	0.0919	0.0317
1.7	2.6	6	0.525	206.25	0.4552	0.083	0.0968
1.7	2.6	6	0.525	213.75	0.5691	0.1761	0.1022
1.7	2.6	6	0.525	221.25	0.5412	0.1485	0.0675
1.7	2.6	6	0.525	228.75	0.6636	0.1867	0.0611
1.7	2.6	6	0.525	236.25	0.585	0.1744	0.0783
1.7	2.6	6	0.525	251.25	0.6843	0.2226	0.0348
1.7	2.6	6	0.525	258.75	0.8085	0.2592	0.1583
1.7	2.6	6	0.525	266.25	0.9459	0.2605	0.0908
1.7	2.6	6	0.525	281.25	0.9034	0.2663	0.0811
1.7	2.6	6	0.525	288.75	0.7428	0.2014	0.1332
1.7	2.6	6	0.525	296.25	0.7652	0.2121	0.139
1.7	2.6	6	0.525	303.75	0.7328	0.1974	0.1514
1.7	2.6	6	0.525	333.75	0.1464	0.0599	0.037
1.7	2.6	6	0.575	26.25	0.298	0.0943	0.0854
1.7	2.6	6	0.575	33.75	0.364	0.108	0.0533
1.7	2.6	6	0.575	41.25	0.5114	0.1324	0.0922
1.7	2.6	6	0.575	48.75	0.6018	0.2003	0.0895
1.7	2.6	6	0.575	56.25	0.7836	0.2108	0.083
1.7	2.6	6	0.575	63.75	0.7165	0.1447	0.1192
1.7	2.6	6	0.575	71.25	0.6395	0.1285	0.0781
1.7	2.6	6	0.575	78.75	0.8356	0.2032	0.1404
1.7	2.6	6	0.575	86.25	0.9851	0.1792	0.1115
1.7	2.6	6	0.575	93.75	0.7421	0.1504	0.0962
1.7	2.6	6	0.575	101.25	0.9788	0.2415	0.1471
1.7	2.6	6	0.575	108.75	1.3431	0.3804	0.1334
1.7	2.6	6	0.575	116.25	1.1486	0.3418	0.0571
1.7	2.6	6	0.575	123.75	0.8974	0.2272	0.129
1.7	2.6	6	0.575	146.25	0.5648	0.1654	0.0825
1.7	2.6	6	0.575	153.75	0.5515	0.1293	0.079
1.7	2.6	6	0.575	161.25	0.6607	0.1363	0.0907
1.7	2.6	6	0.575	168.75	0.215	0.0446	0.0315
1.7	2.6	6	0.575	176.25	0.2041	0.0416	0.0387
1.7	2.6	6	0.575	183.75	0.4358	0.0866	0.0813
1.7	2.6	6	0.575	191.25	0.3553	0.0813	0.0656
1.7	2.6	6	0.575	198.75	0.5535	0.1096	0.0642
1.7	2.6	6	0.575	206.25	0.4832	0.1296	0.1787
1.7	2.6	6	0.575	213.75	0.6633	0.1805	0.0488
1.7	2.6	6	0.575	221.25	0.5784	0.1377	0.1042
1.7	2.6	6	0.575	228.75	0.5652	0.1284	0.0529
1.7	2.6	6	0.575	236.25	0.4589	0.1213	0.0647
1.7	2.6	6	0.575	243.75	0.8628	0.258	0.0963
1.7	2.6	6	0.575	258.75	0.4467	0.1711	0.0262
1.7	2.6	6	0.575	266.25	0.5822	0.1623	0.0806
1.7	2.6	6	0.575	273.75	1.0023	0.2866	0.1963
1.7	2.6	6	0.575	281.25	0.9361	0.2358	0.195
1.7	2.6	6	0.575	288.75	0.7904	0.215	0.1909
1.7	2.6	6	0.575	296.25	0.596	0.1845	0.0522
1.7	2.6	6	0.575	303.75	0.6021	0.1962	0.195
1.7	2.6	6	0.575	311.25	0.4508	0.1531	0.1256
1.7	2.6	6	0.575	318.75	0.4611	0.1916	0.1005
1.7	2.6	6	0.575	333.75	0.389	0.174	0.0252
1.7	2.6	6	0.575	348.75	0.2651	0.1197	0.0462
1.7	2.6	6	0.625	3.75	0.2824	0.0688	0.0275
1.7	2.6	6	0.625	11.25	0.2214	0.0916	0.0557
1.7	2.6	6	0.625	18.75	0.2571	0.0935	0.0121
1.7	2.6	6	0.625	26.25	0.1529	0.0614	0.0056
1.7	2.6	6	0.625	33.75	0.62	0.1671	0.2185
1.7	2.6	6	0.625	41.25	0.6038	0.1774	0.0996
1.7	2.6	6	0.625	48.75	0.6763	0.1949	0.1717
1.7	2.6	6	0.625	56.25	0.8029	0.1775	0.1698
1.7	2.6	6	0.625	63.75	0.7697	0.1817	0.1507
1.7	2.6	6	0.625	71.25	0.8976	0.1751	0.1939
1.7	2.6	6	0.625	78.75	1.0994	0.2429	0.1252
1.7	2.6	6	0.625	86.25	0.8903	0.2093	0.1981
1.7	2.6	6	0.625	93.75	1.1615	0.2187	0.2301
1.7	2.6	6	0.625	101.25	1.0693	0.2654	0.2392
1.7	2.6	6	0.625	108.75	1.1046	0.2761	0.2999
1.7	2.6	6	0.625	116.25	1.2444	0.3914	0.4093
1.7	2.6	6	0.625	123.75	0.9877	0.2744	0.2071
1.7	2.6	6	0.625	131.25	0.6089	0.1557	0.0248
1.7	2.6	6	0.625	138.75	0.4889	0.1406	0.1169
1.7	2.6	6	0.625	146.25	0.5778	0.1328	0.0975
1.7	2.6	6	0.625	153.75	0.4177	0.0882	0.0755
1.7	2.6	6	0.625	161.25	0.4361	0.0977	0.0839
1.7	2.6	6	0.625	168.75	0.4665	0.0942	0.0794
1.7	2.6	6	0.625	176.25	0.4646	0.0832	0.0535
1.7	2.6	6	0.625	183.75	0.3547	0.0671	0.0434
1.7	2.6	6	0.625	191.25	0.3053	0.0644	0.0639
1.7	2.6	6	0.625	198.75	0.3514	0.0773	0.0334
1.7	2.6	6	0.625	206.25	0.3527	0.0857	0.0867
1.7	2.6	6	0.625	213.75	0.817	0.2283	0.1787
1.7	2.6	6	0.625	221.25	0.6536	0.1773	0.0959
1.7	2.6	6	0.625	228.75	0.5074	0.1812	0.1541
1.7	2.6	6	0.625	236.25	0.4395	0.144	0.1153
1.7	2.6	6	0.625	243.75	0.8387	0.1983	0.1705
1.7	2.6	6	0.625	258.75	0.9436	0.307	0.1681
1.7	2.6	6	0.625	273.75	1.039	0.4071	0.2114
1.7	2.6	6	0.625	281.25	1.1123	0.281	0.1505
1.7	2.6	6	0.625	288.75	0.5475	0.1574	0.1253
1.7	2.6	6	0.625	311.25	0.5152	0.1518	0.1305
1.7	2.6	6	0.625	326.25	0.4158	0.1659	0.0212
1.7	2.6	6	0.625	341.25	0.3554	0.1464	0.0636
1.7	2.6	6	0.625	348.75	0.4261	0.1226	0.0442
1.7	2.6	6	0.625	356.25	0.498	0.1128	0.049
1.7	2.6	6	0.675	3.75	0.5553	0.1256	0.0747
1.7	2.6	6	0.675	11.25	0.4704	0.1192	0.1041
1.7	2.6	6	0.675	18.75	0.5689	0.1794	0.136
1.7	2.6	6	0.675	26.25	1.0731	0.3759	0.1396
1.7	2.6	6	0.675	33.75	1.2306	0.4104	0.4204
1.7	2.6	6	0.675	41.25	0.9468	0.3359	0.3375
1.7	2.6	6	0.675	48.75	0.6046	0.2267	0.1538
1.7	2.6	6	0.675	56.25	0.9891	0.2732	0.0982
