w,q2,cos_theta,phi,y,yerr
1.2,1.5,-0.4,1.5708,70.5,8.39643
1.2,1.5,-0.2,0.942478,12.6667,3.55903
1.2,1.5,-0.2,1.5708,79,8.88819
1.2,1.5,-0.2,4.71239,81,9
1.2,1.5,-0.2,5.02655,24.5,4.94975
1.2,1.5,-0.2,5.34071,46,6.78233
1.2,1.5,0,0.942478,0.283784,0.532714
1.2,1.5,0,1.25664,14.6667,3.82971
1.2,1.5,0,1.88496,6.41667,2.53311
1.2,1.5,0,2.19911,1.83333,1.35401
1.2,1.5,0,2.51327,0.585366,0.765092
1.2,1.5,0,3.14159,1,1
1.2,1.5,0,3.45575,2.53846,1.59326
1.2,1.5,0,3.76991,0.416667,0.645497
1.2,1.5,0,4.08407,6.25,2.5
1.2,1.5,0,4.71239,31.3333,5.59762
1.2,1.5,0,5.02655,6.5,2.54951
1.2,1.5,0,5.34071,5.75,2.39792
1.2,1.5,0,5.65487,15,3.87298
1.2,1.5,0,5.96903,0.428571,0.654654
1.2,1.5,0.2,1.25664,2.11765,1.45521
1.2,1.5,0.2,1.5708,0.853659,0.923936
1.2,1.5,0.2,2.51327,0.651515,0.807165
1.2,1.5,0.2,3.14159,0.88,0.938083
1.2,1.5,0.2,3.45575,0.280488,0.529611
1.2,1.5,0.2,3.76991,1.41379,1.18903
1.2,1.5,0.2,4.08407,0.631579,0.794719
1.2,1.5,0.2,4.39823,0.0873786,0.295599
1.2,1.5,0.2,5.34071,1.17333,1.08321
1.2,1.5,0.4,1.25664,0.0705882,0.265684
1.2,1.5,0.4,1.88496,0.0243902,0.156174
1.2,1.5,0.4,2.19911,0.153571,0.391882
1.2,1.5,0.4,2.51327,0.540541,0.735215
1.2,1.5,0.4,2.82743,0.23301,0.482711
1.2,1.5,0.4,3.45575,0.174699,0.41797
1.2,1.5,0.4,3.76991,0.145015,0.380808
1.2,1.5,0.4,4.39823,0.131148,0.362143
1.2,1.5,0.4,5.34071,0.059322,0.243561
1.2,1.5,0.6,0.628319,0.00908059,0.0952921
1.2,1.5,0.6,1.25664,0.00324149,0.0569341
1.2,1.5,0.6,1.88496,0.0790378,0.281137
1.2,1.5,0.6,2.19911,0.0693431,0.263331
1.2,1.5,0.6,2.82743,0.0192308,0.138675
1.2,1.5,0.6,3.76991,0.0767386,0.277017
1.2,1.5,0.6,4.08407,0.0619048,0.248807
1.2,1.5,0.6,4.39823,0.065442,0.255816
1.2,1.5,0.6,5.02655,0.03,0.173205
1.2,1.5,0.6,5.34071,0.00921187,0.0959785
1.2,1.5,0.6,5.65487,0.00479616,0.0692543
1.2,1.5,0.8,0.628319,0.0149573,0.1223
1.2,1.5,0.8,1.5708,0.0505768,0.224893
1.2,1.5,0.8,1.88496,0.0612245,0.247436
1.2,1.5,0.8,2.19911,0.0753647,0.274526
1.2,1.5,0.8,2.51327,0.0333087,0.182507
1.2,1.5,0.8,2.82743,0.0319001,0.178606
1.2,1.5,0.8,3.14159,0.0241636,0.155446
1.2,1.5,0.8,3.45575,0.032908,0.181406
1.2,1.5,0.8,3.76991,0.0978474,0.312806
1.2,1.5,0.8,4.08407,0.134711,0.36703
1.2,1.5,0.8,4.39823,0.0556777,0.235961
1.2,1.5,0.8,4.71239,0.035313,0.187918
1.2,2,-0.4,1.5708,2790,52.8205
1.2,2,-0.2,0.942478,460,21.4476
1.2,2,-0.2,1.25664,283,16.8226
1.2,2,-0.2,1.5708,1764,42
1.2,2,-0.2,1.88496,61.5,7.84219
1.2,2,-0.2,2.51327,79,8.88819
1.2,2,-0.2,2.82743,246,15.6844
1.2,2,-0.2,3.14159,416,20.3961
1.2,2,-0.2,3.45575,35,5.91608
1.2,2,-0.2,5.34071,546,23.3666
1.2,2,-0.2,5.65487,86.6667,9.30949
1.2,2,0,0.628319,26,5.09902
1.2,2,0,0.942478,37,6.08276
1.2,2,0,1.25664,1275,35.7071
1.2,2,0,1.5708,628,25.0599
1.2,2,0,1.88496,40,6.32456
1.2,2,0,2.19911,21.3462,4.62019
1.2,2,0,2.51327,36,6
1.2,2,0,2.82743,72.6,8.52056
1.2,2,0,3.45575,24.0909,4.90825
1.2,2,0,3.76991,28.6667,5.35413
1.2,2,0,4.08407,85.5,9.24662
1.2,2,0,4.39823,1.025,1.01242
1.2,2,0,4.71239,97,9.84886
1.2,2,0,5.02655,31.7241,5.63242
1.2,2,0,5.34071,7.47664,2.73434
1.2,2,0,5.65487,6.47059,2.54374
1.2,2,0,5.96903,1,1
1.2,2,0.2,0.942478,1.7551,1.3248
1.2,2,0.2,1.25664,2,1.41421
1.2,2,0.2,1.5708,2.47291,1.57255
1.2,2,0.2,1.88496,2.06849,1.43823
1.2,2,0.2,2.19911,0.896797,0.946994
1.2,2,0.2,2.51327,11.2,3.34664
1.2,2,0.2,2.82743,3.64286,1.90863
1.2,2,0.2,3.14159,1.51445,1.23063
1.2,2,0.2,3.45575,14.4348,3.79931
1.2,2,0.2,3.76991,18.6316,4.31643
1.2,2,0.2,4.08407,14.1463,3.76116
1.2,2,0.2,4.39823,14.7368,3.83886
1.2,2,0.2,4.71239,2.61856,1.6182
1.2,2,0.2,5.02655,9.01163,3.00194
1.2,2,0.2,5.34071,3.9292,1.98222
1.2,2,0.2,5.65487,0.833333,0.912871
1.2,2,0.4,0.314159,0.336735,0.580288
1.2,2,0.4,0.628319,0.0231214,0.152057
1.2,2,0.4,0.942478,0.0886918,0.297812
1.2,2,0.4,1.25664,0.167897,0.409752
1.2,2,0.4,1.5708,0.156202,0.395224
1.2,2,0.4,1.88496,0.980952,0.99043
1.2,2,0.4,2.19911,0.843537,0.918443
1.2,2,0.4,2.51327,2.49612,1.57991
1.2,2,0.4,2.82743,2.98077,1.72649
1.2,2,0.4,3.14159,1.96322,1.40115
1.2,2,0.4,3.45575,1.18574,1.08891
1.2,2,0.4,3.76991,2.56831,1.60259
1.2,2,0.4,4.08407,2.5777,1.60552
1.2,2,0.4,4.39823,6.44037,2.53779
1.2,2,0.4,4.71239,0.418712,0.647079
1.2,2,0.4,5.02655,0.152098,0.389997
1.2,2,0.4,5.34071,0.328713,0.573335
1.2,2,0.4,5.96903,0.0426288,0.206467
1.2,2,0.6,0.314159,0.0340788,0.184604
1.2,2,0.6,0.628319,0.129801,0.36028
1.2,2,0.6,0.942478,0.0545685,0.233599
1.2,2,0.6,1.88496,0.295337,0.543449
1.2,2,0.6,2.19911,1.34652,1.16039
1.2,2,0.6,2.51327,1.1138,1.05537
1.2,2,0.6,2.82743,0.690402,0.830905
1.2,2,0.6,3.14159,0.617496,0.785809
1.2,2,0.6,3.45575,0.368308,0.606884
1.2,2,0.6,3.76991,0.203545,0.451159
1.2,2,0.6,4.08407,2.15647,1.46849
1.2,2,0.6,4.39823,2.55357,1.59799
1.2,2,0.6,4.71239,0.544747,0.73807
1.2,2,0.6,5.02655,0.152297,0.390253
1.2,2,0.6,5.34071,0.215116,0.463806
1.2,2,0.6,5.65487,0.0472779,0.217435
1.2,2,0.8,0.314159,0.0434646,0.208482
1.2,2,0.8,0.628319,0.0777903,0.278909
1.2,2,0.8,0.942478,0.197859,0.444814
1.2,2,0.8,1.25664,0.211611,0.460012
1.2,2,0.8,1.5708,0.398525,0.631288
1.2,2,0.8,1.88496,0.646126,0.80382
1.2,2,0.8,2.19911,0.745449,0.863394
1.2,2,0.8,2.51327,0.32715,0.57197
1.2,2,0.8,2.82743,0.254307,0.504288
1.2,2,0.8,3.14159,0.275648,0.525022
1.2,2,0.8,3.45575,0.341669,0.584525
1.2,2,0.8,3.76991,0.18932,0.43511
1.2,2,0.8,4.08407,0.613229,0.78309
1.2,2,0.8,4.39823,0.781756,0.88417
1.2,2,0.8,4.71239,0.465536,0.682302
1.2,2,0.8,5.02655,0.224,0.473286
1.2,2,0.8,5.34071,0.177872,0.421748
1.2,2,0.8,5.65487,0.134774,0.367116
1.2,2,0.8,5.96903,0.0185573,0.136225
1.2,2.5,0.2,0.628319,0.135802,0.368514
1.2,2.5,0.2,1.25664,35,5.91608
1.2,2.5,0.2,1.5708,50,7.07107
1.2,2.5,0.2,1.88496,8.66667,2.94392
1.2,2.5,0.2,2.19911,372,19.2873
1.2,2.5,0.2,2.51327,108,10.3923
1.2,2.5,0.2,2.82743,156.667,12.5167
1.2,2.5,0.2,4.08407,37.3636,6.11258
1.2,2.5,0.2,5.02655,79,8.88819
1.2,2.5,0.2,5.65487,3,1.73205
1.2,2.5,0.4,0.314159,0.471429,0.686607
1.2,2.5,0.4,1.25664,1.09804,1.04787
1.2,2.5,0.4,1.5708,0.646552,0.804084
1.2,2.5,0.4,1.88496,2.08163,1.44279
1.2,2.5,0.4,2.19911,7.60976,2.75858
1.2,2.5,0.4,2.51327,3.8835,1.97066
1.2,2.5,0.4,2.82743,6.55263,2.55981
1.2,2.5,0.4,3.14159,37.5385,6.12686
1.2,2.5,0.4,3.45575,3.38776,1.84059
1.2,2.5,0.4,3.76991,1.16438,1.07907
1.2,2.5,0.4,4.08407,12.9762,3.60225
1.2,2.5,0.4,4.39823,7.74194,2.78243
1.2,2.5,0.4,4.71239,3.39286,1.84197
1.2,2.5,0.4,5.02655,2.31818,1.52256
1.2,2.5,0.4,5.34071,0.55102,0.742307
1.2,2.5,0.4,5.65487,0.294872,0.543021
1.2,2.5,0.6,0.314159,0.0468085,0.216353
1.2,2.5,0.6,0.628319,0.294545,0.54272
1.2,2.5,0.6,1.25664,0.52439,0.724148
1.2,2.5,0.6,1.5708,0.522388,0.722764
1.2,2.5,0.6,1.88496,0.797153,0.892834
1.2,2.5,0.6,2.19911,2.05805,1.43459
1.2,2.5,0.6,2.51327,0.954545,0.977008
1.2,2.5,0.6,2.82743,2.65385,1.62906
1.2,2.5,0.6,3.14159,0.850829,0.922404
1.2,2.5,0.6,3.45575,0.253456,0.503444
1.2,2.5,0.6,3.76991,2.07035,1.43887
1.2,2.5,0.6,4.08407,2.45815,1.56785
1.2,2.5,0.6,4.39823,0.374648,0.612085
1.2,2.5,0.6,4.71239,0.634021,0.796254
1.2,2.5,0.6,5.02655,0.904872,0.951248
1.2,2.5,0.6,5.34071,0.404819,0.636254
1.2,2.5,0.6,5.65487,0.236735,0.486554
1.2,2.5,0.6,5.96903,0.208754,0.456896
1.2,2.5,0.8,0.314159,0.12093,0.34775
1.2,2.5,0.8,0.628319,0.0513566,0.22662
1.2,2.5,0.8,0.942478,0.150127,0.387463
1.2,2.5,0.8,1.25664,0.139932,0.374075
1.2,2.5,0.8,1.5708,0.351157,0.592585
1.2,2.5,0.8,1.88496,0.268229,0.517908
1.2,2.5,0.8,2.19911,0.932515,0.965668
1.2,2.5,0.8,2.51327,0.351249,0.592663
1.2,2.5,0.8,2.82743,0.349442,0.591137
1.2,2.5,0.8,3.14159,0.27859,0.527816
1.2,2.5,0.8,3.45575,0.2058,0.453652
1.2,2.5,0.8,3.76991,0.64624,0.80389
1.2,2.5,0.8,4.08407,0.664407,0.815112
1.2,2.5,0.8,4.39823,0.577778,0.760117
1.2,2.5,0.8,4.71239,0.969751,0.984759
1.2,2.5,0.8,5.02655,0.190813,0.436821
1.2,2.5,0.8,5.34071,0.205909,0.453772
1.2,2.5,0.8,5.65487,0.165792,0.407176
1.2,2.5,0.8,5.96903,0.14011,0.374313
1.2,3,0.2,0.628319,16,4
1.2,3,0.4,1.5708,16.6667,4.08248
1.2,3,0.4,2.19911,256,16
1.2,3,0.4,2.51327,134,11.5758
1.2,3,0.4,2.82743,87,9.32738
1.2,3,0.4,3.45575,12.2857,3.5051
1.2,3,0.4,3.76991,30,5.47723
1.2,3,0.4,4.08407,93,9.64365
1.2,3,0.6,0.314159,0.5,0.707107
1.2,3,0.6,0.942478,0.214286,0.46291
1.2,3,0.6,1.25664,8.36842,2.89282
1.2,3,0.6,1.88496,1.4382,1.19925
1.2,3,0.6,2.19911,1.5,1.22474
1.2,3,0.6,2.82743,10.875,3.29773
1.2,3,0.6,3.45575,0.357143,0.597614
1.2,3,0.6,3.76991,2.03704,1.42725
1.2,3,0.6,4.39823,0.928571,0.963624
1.2,3,0.6,4.71239,2.76,1.66132
1.2,3,0.6,5.34071,0.836364,0.914529
1.2,3,0.6,5.65487,0.296296,0.544331
1.2,3,0.8,0.628319,0.134357,0.366547
1.2,3,0.8,0.942478,0.171674,0.414335
1.2,3,0.8,1.25664,0.182796,0.427546
1.2,3,0.8,1.5708,0.583658,0.763975
1.2,3,0.8,1.88496,0.252033,0.502028
1.2,3,0.8,2.19911,0.346939,0.589015
1.2,3,0.8,2.51327,0.403162,0.63495
1.2,3,0.8,2.82743,0.863905,0.929465
1.2,3,0.8,3.14159,0.248848,0.498847
1.2,3,0.8,3.45575,0.44,0.663325
1.2,3,0.8,3.76991,0.278481,0.527713
1.2,3,0.8,4.08407,0.923841,0.961167
1.2,3,0.8,4.39823,0.678138,0.823491
1.2,3,0.8,4.71239,0.247813,0.497809
1.2,3,0.8,5.02655,0.347059,0.589117
1.225,1.5,-0.4,1.25664,46,6.78233
1.225,1.5,-0.4,5.02655,1.28125,1.13192
1.225,1.5,-0.2,1.25664,8,2.82843
1.225,1.5,-0.2,1.88496,4,2
1.225,1.5,-0.2,2.19911,13.2,3.63318
1.225,1.5,-0.2,3.76991,15.6,3.94968
1.225,1.5,0,0.942478,1.51515,1.23091
1.225,1.5,0,1.5708,1.15152,1.07309
1.225,1.5,0,1.88496,3.82353,1.95538
1.225,1.5,0,2.82743,0.537037,0.732828
1.225,1.5,0,4.71239,0.761194,0.872464
1.225,1.5,0,5.02655,7.86667,2.80476
1.225,1.5,0,5.34071,2.69231,1.64083
1.225,1.5,0.2,0.942478,0.368421,0.606977
1.225,1.5,0.2,1.88496,0.56701,0.753001
1.225,1.5,0.2,2.82743,0.747253,0.864438
1.225,1.5,0.2,3.76991,0.13,0.360555
1.225,1.5,0.2,4.08407,0.5,0.707107
1.225,1.5,0.2,4.71239,0.414634,0.643921
1.225,1.5,0.2,5.34071,0.462963,0.680414
1.225,1.5,0.2,5.65487,0.123529,0.351468
1.225,1.5,0.4,2.51327,1.2071,1.09868
1.225,1.5,0.4,3.45575,0.115385,0.339683
1.225,1.5,0.4,4.08407,0.23565,0.485437
1.225,1.5,0.4,5.34071,0.156977,0.396203
1.225,1.5,0.6,2.51327,0.238298,0.488158
1.225,1.5,0.6,2.82743,0.0524476,0.229014
1.225,1.5,0.8,0.942478,0.0216272,0.147062
1.225,1.5,0.8,1.25664,0.011236,0.106
1.225,1.5,0.8,1.88496,0.0325945,0.18054
1.225,1.5,0.8,2.19911,0.10089,0.317632
1.225,1.5,0.8,2.51327,0.0455038,0.213316
1.225,1.5,0.8,2.82743,0.0942408,0.306987
1.225,1.5,0.8,3.45575,0.0305785,0.174867
1.225,1.5,0.8,4.71239,0.039501,0.198749
1.225,1.5,0.8,5.02655,0.0564175,0.237524
1.225,1.5,0.8,5.34071,0.01875,0.136931
1.225,1.5,0.8,5.65487,0.0174165,0.131972
1.225,2,-0.6,1.88496,648,25.4558
1.225,2,-0.6,2.82743,40,6.32456
1.225,2,-0.6,4.71239,381,19.5192
1.225,2,-0.6,5.02655,4.08696,2.02162
1.225,2,-0.6,5.96903,1,1
1.225,2,-0.4,1.25664,32,5.65685
1.225,2,-0.4,1.5708,105,10.247
1.225,2,-0.4,1.88496,843,29.0345
1.225,2,-0.4,2.19911,137,11.7047
1.225,2,-0.4,3.14159,41,6.40312
1.225,2,-0.4,3.45575,48,6.9282
1.225,2,-0.4,3.76991,73,8.544
1.225,2,-0.4,4.08407,8.2,2.86356
1.225,2,-0.4,4.39823,163,12.7671
1.225,2,-0.4,4.71239,660,25.6905
1.225,2,-0.4,5.02655,572.5,23.927
1.225,2,-0.4,5.65487,13.3333,3.65148
1.225,2,-0.2,0.314159,0.333333,0.57735
1.225,2,-0.2,0.942478,10.7273,3.27525
1.225,2,-0.2,1.25664,269.333,16.4114
1.225,2,-0.2,1.5708,21.4167,4.62781
1.225,2,-0.2,1.88496,16.5854,4.07251
1.225,2,-0.2,2.19911,21.3333,4.6188
1.225,2,-0.2,2.51327,9.75,3.1225
1.225,2,-0.2,2.82743,58.6667,7.65942
1.225,2,-0.2,3.14159,8.61538,2.9352
1.225,2,-0.2,3.45575,18,4.24264
1.225,2,-0.2,3.76991,19,4.3589
1.225,2,-0.2,4.08407,1.10924,1.05321
1.225,2,-0.2,4.39823,2.83721,1.6844
1.225,2,-0.2,4.71239,54.8571,7.40656
1.225,2,-0.2,5.02655,72,8.48528
1.225,2,-0.2,5.34071,173.6,13.1757
1.225,2,-0.2,5.65487,5.80952,2.4103
1.225,2,0,0.628319,1.71429,1.30931
1.225,2,0,0.942478,13.9565,3.73584
1.225,2,0,1.25664,36.2,6.01664
1.225,2,0,1.5708,99.7826,9.98912
1.225,2,0,1.88496,30.5714,5.52914
1.225,2,0,2.19911,13.4737,3.67065
1.225,2,0,2.51327,1.13846,1.06699
1.225,2,0,2.82743,31.1538,5.58156
1.225,2,0,3.14159,1.86667,1.36626
1.225,2,0,3.45575,7.03704,2.65274
1.225,2,0,3.76991,7.7619,2.78602
1.225,2,0,4.08407,1.46565,1.21064
1.225,2,0,4.39823,1.12727,1.06173
1.225,2,0,4.71239,12.1698,3.48853
1.225,2,0,5.02655,12.0388,3.4697
1.225,2,0,5.34071,24.8,4.97996
1.225,2,0,5.65487,7.19512,2.68237
1.225,2,0,5.96903,0.340426,0.58346
1.225,2,0.2,0.314159,0.0167598,0.12946
1.225,2,0.2,0.942478,2.57812,1.60565
1.225,2,0.2,1.25664,12.75,3.57071
1.225,2,0.2,1.5708,14.6462,3.82703
1.225,2,0.2,1.88496,4.32,2.07846
1.225,2,0.2,2.19911,0.73,0.8544
1.225,2,0.2,2.82743,2.33333,1.52753
1.225,2,0.2,3.14159,1.33333,1.1547
1.225,2,0.2,3.45575,2.98673,1.72821
1.225,2,0.2,3.76991,1.90962,1.38189
1.225,2,0.2,4.08407,4.36416,2.08906
1.225,2,0.2,4.39823,1.32857,1.15264
1.225,2,0.2,4.71239,11.6667,3.41565
1.225,2,0.2,5.02655,3.13755,1.77131
1.225,2,0.2,5.34071,5.09804,2.25788
1.225,2,0.4,0.314159,0.089404,0.299005
1.225,2,0.4,0.942478,0.308411,0.555348
1.225,2,0.4,1.25664,0.199501,0.446656
1.225,2,0.4,1.5708,0.165493,0.406808
1.225,2,0.4,1.88496,0.431694,0.657034
1.225,2,0.4,2.19911,0.239905,0.489801
1.225,2,0.4,2.51327,2.46505,1.57005
1.225,2,0.4,2.82743,1.00276,1.00138
1.225,2,0.4,3.14159,0.522124,0.722581
1.225,2,0.4,3.45575,2.22414,1.49135
1.225,2,0.4,3.76991,1.8866,1.37353
1.225,2,0.4,4.08407,2.1039,1.45048
1.225,2,0.4,4.39823,1.13183,1.06388
1.225,2,0.4,5.34071,0.306709,0.553813
1.225,2,0.6,0.314159,0.0224179,0.149726
1.225,2,0.6,0.628319,0.0327381,0.180937
1.225,2,0.6,1.25664,0.019337,0.139058
1.225,2,0.6,1.5708,0.0547529,0.233993
1.225,2,0.6,1.88496,0.44741,0.668887
1.225,2,0.6,2.19911,0.41749,0.646135
1.225,2,0.6,2.51327,0.498252,0.705869
1.225,2,0.6,2.82743,0.46383,0.681051
1.225,2,0.6,3.14159,0.533218,0.730218
1.225,2,0.6,3.45575,0.867797,0.931556
1.225,2,0.6,3.76991,0.757637,0.870424
1.225,2,0.6,4.08407,0.459538,0.677892
1.225,2,0.6,4.39823,0.886891,0.941749
1.225,2,0.6,4.71239,0.208609,0.456738
1.225,2,0.6,5.34071,0.0258112,0.160659
1.225,2,0.6,5.65487,0.0168185,0.129686
1.225,2,0.8,0.314159,0.0631025,0.251202
1.225,2,0.8,0.628319,0.108477,0.329358
1.225,2,0.8,1.25664,0.0362438,0.190378
1.225,2,0.8,1.5708,0.104892,0.32387
1.225,2,0.8,1.88496,0.494782,0.703407
1.225,2,0.8,2.19911,0.595327,0.771574
1.225,2,0.8,2.51327,0.326207,0.571146
1.225,2,0.8,2.82743,0.579137,0.76101
1.225,2,0.8,3.14159,0.252395,0.502389
1.225,2,0.8,3.45575,0.180236,0.424542
1.225,2,0.8,3.76991,0.41232,0.642122
1.225,2,0.8,4.08407,0.778448,0.882297
1.225,2,0.8,4.39823,0.400517,0.632864
1.225,2,0.8,4.71239,0.555389,0.745244
1.225,2,0.8,5.02655,0.463849,0.681064
1.225,2,0.8,5.34071,0.115385,0.339683
1.225,2,0.8,5.65487,0.111384,0.333743
1.225,2,0.8,5.96903,0.0558882,0.236407
1.225,2.5,0,0.942478,2.83333,1.68325
1.225,2.5,0,1.25664,376,19.3907
1.225,2.5,0,2.82743,69,8.30662
1.225,2.5,0,3.76991,12.6,3.54965
1.225,2.5,0,4.08407,27.5,5.24404
1.225,2.5,0,4.71239,140,11.8322
1.225,2.5,0,5.96903,52,7.2111
1.225,2.5,0.2,0.628319,1.42857,1.19523
1.225,2.5,0.2,0.942478,0.356322,0.596927
1.225,2.5,0.2,1.25664,1.17857,1.08562
1.225,2.5,0.2,1.5708,39.2,6.26099
1.225,2.5,0.2,1.88496,53.3333,7.30297
1.225,2.5,0.2,2.19911,11.3333,3.3665
1.225,2.5,0.2,2.51327,79.5,8.91628
1.225,2.5,0.2,3.14159,32,5.65685
1.225,2.5,0.2,3.45575,110,10.4881
1.225,2.5,0.2,3.76991,3.18919,1.78583
1.225,2.5,0.2,4.08407,19.4667,4.4121
1.225,2.5,0.2,4.71239,12.3636,3.5162
1.225,2.5,0.2,5.02655,5.16667,2.27303
1.225,2.5,0.2,5.34071,6.91667,2.62996
1.225,2.5,0.2,5.65487,2.77778,1.66667
1.225,2.5,0.4,0.942478,0.140625,0.375
1.225,2.5,0.4,1.88496,6.80769,2.60916
1.225,2.5,0.4,2.19911,0.853933,0.924085
1.225,2.5,0.4,2.51327,4.13333,2.03306
1.225,2.5,0.4,2.82743,4.05,2.01246
1.225,2.5,0.4,3.14159,5,2.23607
1.225,2.5,0.4,3.45575,2.85,1.68819
1.225,2.5,0.4,3.76991,10.8718,3.29724
1.225,2.5,0.4,4.08407,1.43103,1.19626
1.225,2.5,0.4,4.39823,0.515385,0.717903
1.225,2.5,0.4,4.71239,5.73529,2.39485
1.225,2.5,0.4,5.65487,0.422535,0.650027
1.225,2.5,0.4,5.96903,0.37037,0.608581
1.225,2.5,0.6,1.25664,0.216783,0.4656
1.225,2.5,0.6,1.5708,0.43346,0.658377
1.225,2.5,0.6,1.88496,0.216535,0.465334
1.225,2.5,0.6,2.19911,1.27189,1.12778
1.225,2.5,0.6,2.51327,0.82243,0.906879
1.225,2.5,0.6,2.82743,1.30137,1.14078
1.225,2.5,0.6,3.14159,1.17447,1.08373
1.225,2.5,0.6,3.45575,0.578475,0.760576
1.225,2.5,0.6,3.76991,0.659155,0.811884
1.225,2.5,0.6,4.08407,2.31618,1.5219
1.225,2.5,0.6,4.39823,0.720721,0.848953
1.225,2.5,0.6,4.71239,0.652174,0.807573
1.225,2.5,0.6,5.02655,0.670659,0.818938
1.225,2.5,0.6,5.96903,0.12766,0.357295
1.225,2.5,0.8,0.314159,0.0483871,0.219971
1.225,2.5,0.8,0.628319,0.127119,0.356537
1.225,2.5,0.8,0.942478,0.0688,0.262298
1.225,2.5,0.8,1.25664,0.147186,0.383648
1.225,2.5,0.8,1.5708,0.173913,0.417029
1.225,2.5,0.8,1.88496,0.371866,0.609808
1.225,2.5,0.8,2.19911,0.527473,0.726273
1.225,2.5,0.8,2.51327,0.658754,0.811636
1.225,2.5,0.8,2.82743,0.421622,0.649324
1.225,2.5,0.8,3.14159,0.425305,0.652154
1.225,2.5,0.8,3.45575,0.262948,0.512785
1.225,2.5,0.8,3.76991,0.278894,0.528105
1.225,2.5,0.8,4.08407,0.19598,0.442696
1.225,2.5,0.8,4.39823,0.312081,0.558642
1.225,2.5,0.8,4.71239,0.320872,0.566456
1.225,2.5,0.8,5.02655,0.126415,0.355549
1.225,2.5,0.8,5.34071,0.0525188,0.22917
1.225,2.5,0.8,5.96903,0.0381773,0.19539
1.225,3,0.2,2.19911,135,11.619
1.225,3,0.2,2.82743,72,8.48528
1.225,3,0.2,3.76991,45,6.7082
1.225,3,0.2,5.65487,0.95,0.974679
1.225,3,0.4,0.314159,1.75,1.32288
1.225,3,0.4,1.25664,15.5,3.937
1.225,3,0.4,1.5708,1.22222,1.10554
1.225,3,0.4,1.88496,25.5,5.04975
1.225,3,0.4,2.19911,21,4.58258
1.225,3,0.4,3.14159,11.2,3.34664
1.225,3,0.4,3.45575,18,4.24264
1.225,3,0.4,3.76991,9.375,3.06186
1.225,3,0.4,4.08407,17,4.12311
1.225,3,0.4,4.71239,3.22222,1.79505
1.225,3,0.4,5.02655,0.621212,0.78817
1.225,3,0.4,5.34071,4.8,2.19089
1.225,3,0.4,5.65487,2.33333,1.52753
1.225,3,0.6,0.942478,0.258065,0.508001
1.225,3,0.6,1.5708,1.73077,1.31559
1.225,3,0.6,1.88496,0.650485,0.806527
1.225,3,0.6,2.51327,7.77778,2.78887
1.225,3,0.6,2.82743,1.8169,1.34792
1.225,3,0.6,3.14159,2.47059,1.57181
1.225,3,0.6,3.45575,2.25,1.5
1.225,3,0.6,3.76991,2,1.41421
1.225,3,0.6,4.39823,0.596154,0.77211
1.225,3,0.6,5.02655,1.02564,1.01274
1.225,3,0.6,5.34071,0.6,0.774597
1.225,3,0.6,5.96903,0.565217,0.751809
1.225,3,0.8,0.314159,0.231156,0.480787
1.225,3,0.8,0.628319,0.092511,0.304156
1.225,3,0.8,1.25664,0.288462,0.537086
1.225,3,0.8,1.88496,0.52514,0.724665
1.225,3,0.8,2.19911,2.18378,1.47776
1.225,3,0.8,2.51327,0.272727,0.522233
1.225,3,0.8,2.82743,0.410596,0.640778
1.225,3,0.8,3.45575,0.5,0.707107
1.225,3,0.8,3.76991,0.30597,0.553146
1.225,3,0.8,4.08407,0.228571,0.478091
1.225,3,0.8,4.39823,0.183673,0.428571
1.225,3,0.8,4.71239,0.625984,0.791192
1.225,3,0.8,5.02655,0.141361,0.37598
1.25,1.5,-0.6,0.942478,0.5,0.707107
1.25,1.5,-0.4,1.88496,1.81481,1.34715
1.25,1.5,-0.4,2.82743,8,2.82843
1.25,1.5,-0.4,4.71239,11.6667,3.41565
1.25,1.5,-0.4,5.02655,36.75,6.06218
1.25,1.5,-0.2,1.5708,2.59091,1.60963
1.25,1.5,-0.2,1.88496,8.16667,2.85774
1.25,1.5,-0.2,4.39823,30,5.47723
1.25,1.5,-0.2,4.71239,16.8,4.09878
1.25,1.5,-0.2,5.02655,0.517647,0.719477
1.25,1.5,-0.2,5.34071,7.33333,2.70801
1.25,1.5,0,1.5708,3.46154,1.86052
1.25,1.5,0,1.88496,1.51429,1.23056
1.25,1.5,0,2.19911,0.141243,0.375823
1.25,1.5,0,3.76991,1.57143,1.25357
1.25,1.5,0,4.71239,2.31579,1.52177
1.25,1.5,0,5.02655,0.95,0.974679
1.25,1.5,0,5.34071,1.54412,1.24263
1.25,1.5,0.2,0.628319,0.151515,0.389249
1.25,1.5,0.2,1.5708,1.9469,1.39531
1.25,1.5,0.2,1.88496,1.77778,1.33333
1.25,1.5,0.2,2.82743,0.298077,0.545964
1.25,1.5,0.2,3.14159,1.4375,1.19896
1.25,1.5,0.2,3.76991,0.462185,0.679842
1.25,1.5,0.2,5.02655,0.571429,0.755929
1.25,1.5,0.2,5.65487,1.32143,1.14953
1.25,1.5,0.4,2.51327,0.649485,0.805906
1.25,1.5,0.4,2.82743,0.113433,0.336798
1.25,1.5,0.4,3.14159,0.571429,0.755929
1.25,1.5,0.4,3.76991,1.46341,1.20972
1.25,1.5,0.4,4.08407,0.253521,0.503509
1.25,1.5,0.4,5.02655,0.346939,0.589015
