w,q2,cos_theta,phi,y,yerr
1.7,2,0,2.19911,8.42,2.90172
1.7,2,0,2.51327,4.69655,2.16715
1.7,2,0,2.82743,25.2692,5.02685
1.7,2,0,3.14159,27.5056,5.24458
1.7,2,0,3.45575,22.0377,4.69444
1.7,2,0,3.76991,13.4847,3.67215
1.7,2,0,4.08407,1.73723,1.31804
1.7,2,0,4.39823,41.1,6.41093
1.7,2,0,4.71239,28.3175,5.32142
1.7,2,0,5.02655,16.875,4.10792
1.7,2,0,5.34071,3.0566,1.74831
1.7,2,0,5.65487,2.44,1.56205
1.7,2,0,5.96903,0.707775,0.841294
1.7,2,0.2,0.628319,0.855263,0.924804
1.7,2,0.2,0.942478,1.89474,1.37649
1.7,2,0.2,1.25664,6.58503,2.56613
1.7,2,0.2,1.5708,15.0714,3.88219
1.7,2,0.2,1.88496,23.1202,4.80835
1.7,2,0.2,2.19911,8.69427,2.9486
1.7,2,0.2,2.51327,1.22546,1.10701
1.7,2,0.2,2.82743,40.7574,6.38415
1.7,2,0.2,3.14159,19.7318,4.44205
1.7,2,0.2,3.45575,87.2072,9.33848
1.7,2,0.2,3.76991,13.557,3.68198
1.7,2,0.2,4.08407,6.46766,2.54316
1.7,2,0.2,4.39823,8.96104,2.9935
1.7,2,0.2,4.71239,15.0228,3.87593
1.7,2,0.2,5.02655,12.8247,3.58116
1.7,2,0.2,5.34071,11.1381,3.33738
1.7,2,0.2,5.96903,0.449664,0.67057
1.7,2,0.4,0.942478,0.708423,0.841679
1.7,2,0.4,1.25664,10.9194,3.30446
1.7,2,0.4,1.5708,15.7464,3.96817
1.7,2,0.4,1.88496,18.9046,4.34794
1.7,2,0.4,2.19911,3.92966,1.98234
1.7,2,0.4,2.51327,6.96855,2.6398
1.7,2,0.4,2.82743,15.9395,3.99243
1.7,2,0.4,3.14159,10.5344,3.24567
1.7,2,0.4,3.45575,14.1954,3.76768
1.7,2,0.4,3.76991,16.8473,4.10455
1.7,2,0.4,4.08407,2.71186,1.64677
1.7,2,0.4,4.39823,6.25604,2.50121
1.7,2,0.4,4.71239,9.70892,3.11591
1.7,2,0.4,5.02655,11.3747,3.37265
1.7,2,0.4,5.34071,13.3929,3.65963
1.7,2,0.4,5.65487,6.7125,2.59085
1.7,2,0.4,5.96903,0.0454545,0.213201
1.7,2,0.6,0.628319,0.188877,0.4346
1.7,2,0.6,0.942478,1.71618,1.31003
1.7,2,0.6,1.25664,9.46591,3.07667
1.7,2,0.6,1.5708,7.03524,2.6524
1.7,2,0.6,1.88496,10.5936,3.25478
1.7,2,0.6,2.19911,1.70213,1.30466
1.7,2,0.6,2.51327,2.69899,1.64286
1.7,2,0.6,2.82743,9.09402,3.01563
1.7,2,0.6,3.14159,8.90157,2.98355
1.7,2,0.6,3.45575,5.85419,2.41954
1.7,2,0.6,3.76991,5.77163,2.40242
1.7,2,0.6,4.08407,2.30201,1.51724
1.7,2,0.6,4.39823,0.528046,0.726668
1.7,2,0.6,4.71239,3.50549,1.8723
1.7,2,0.6,5.02655,11.1136,3.33371
1.7,2,0.6,5.34071,7.22034,2.68707
1.7,2,0.6,5.65487,1.30612,1.14286
1.7,2,0.6,5.96903,0.393064,0.626948
1.7,2,0.8,0.314159,0.0852619,0.291996
1.7,2,0.8,0.628319,0.00924758,0.0961644
1.7,2,0.8,0.942478,0.200133,0.447363
1.7,2,0.8,1.25664,0.848748,0.921275
1.7,2,0.8,1.5708,0.777917,0.881996
1.7,2,0.8,1.88496,0.231959,0.481621
1.7,2,0.8,2.19911,1.79805,1.34091
1.7,2,0.8,2.51327,2.11369,1.45385
1.7,2,0.8,2.82743,3.44602,1.85635
1.7,2,0.8,3.14159,1.74579,1.32128
1.7,2,0.8,3.45575,4.34676,2.08489
1.7,2,0.8,3.76991,3.57287,1.8902
1.7,2,0.8,4.08407,1.86348,1.36509
1.7,2,0.8,4.39823,1.21008,1.10004
1.7,2,0.8,4.71239,0.274719,0.524136
1.7,2,0.8,5.02655,0.471924,0.686967
1.7,2,0.8,5.34071,1.08009,1.03927
1.7,2,0.8,5.65487,0.3551,0.595903
1.7,2.5,-0.8,0.628319,12,3.4641
1.7,2.5,-0.8,0.942478,1.56522,1.25109
1.7,2.5,-0.8,1.25664,146,12.083
1.7,2.5,-0.8,1.5708,6.83333,2.61406
1.7,2.5,-0.8,2.82743,4.83333,2.19848
1.7,2.5,-0.8,3.14159,26,5.09902
1.7,2.5,-0.8,3.45575,10.4286,3.22933
1.7,2.5,-0.8,5.02655,1.78022,1.33425
1.7,2.5,-0.8,5.65487,7.75,2.78388
1.7,2.5,-0.8,5.96903,140,11.8322
1.7,2.5,-0.6,0.628319,27.75,5.26783
1.7,2.5,-0.6,0.942478,19.4444,4.40959
1.7,2.5,-0.6,1.25664,21.0435,4.58732
1.7,2.5,-0.6,1.5708,28.875,5.37355
1.7,2.5,-0.6,1.88496,7.88889,2.80872
1.7,2.5,-0.6,2.19911,27.7778,5.27046
1.7,2.5,-0.6,2.51327,55,7.4162
1.7,2.5,-0.6,3.45575,10.4706,3.23583
1.7,2.5,-0.6,3.76991,33.3333,5.7735
1.7,2.5,-0.6,4.08407,2.87629,1.69596
1.7,2.5,-0.6,4.39823,5.9,2.42899
1.7,2.5,-0.6,5.02655,14.3333,3.78594
1.7,2.5,-0.6,5.34071,58.2,7.62889
1.7,2.5,-0.6,5.65487,9.22222,3.03681
1.7,2.5,-0.4,0.942478,17.5714,4.19183
1.7,2.5,-0.4,1.5708,18.5,4.30116
1.7,2.5,-0.4,1.88496,17.2857,4.15761
1.7,2.5,-0.4,2.19911,23.4,4.83735
1.7,2.5,-0.4,2.51327,15.1111,3.8873
1.7,2.5,-0.4,2.82743,41.6,6.44981
1.7,2.5,-0.4,3.14159,32.2667,5.68038
1.7,2.5,-0.4,3.45575,6.40741,2.53129
1.7,2.5,-0.4,4.08407,28.25,5.31507
1.7,2.5,-0.4,4.39823,3.24074,1.80021
1.7,2.5,-0.4,4.71239,36.6667,6.0553
1.7,2.5,-0.4,5.02655,1.02817,1.01399
1.7,2.5,-0.4,5.34071,2.83333,1.68325
1.7,2.5,-0.4,5.96903,17.3571,4.16619
1.7,2.5,-0.2,0.942478,2.68354,1.63815
1.7,2.5,-0.2,1.25664,9.88889,3.14466
1.7,2.5,-0.2,1.5708,134,11.5758
1.7,2.5,-0.2,1.88496,16.7018,4.08678
1.7,2.5,-0.2,2.19911,63.84,7.98999
1.7,2.5,-0.2,2.82743,1.99275,1.41165
1.7,2.5,-0.2,3.14159,38.8235,6.23085
1.7,2.5,-0.2,3.45575,69.6471,8.34548
1.7,2.5,-0.2,3.76991,17,4.12311
1.7,2.5,-0.2,4.08407,4.77895,2.18608
1.7,2.5,-0.2,4.39823,76.5,8.74643
1.7,2.5,-0.2,4.71239,23.75,4.8734
1.7,2.5,-0.2,5.02655,14.2609,3.77636
1.7,2.5,-0.2,5.34071,12.2222,3.49603
1.7,2.5,-0.2,5.65487,5.88889,2.4267
1.7,2.5,0,1.25664,1.01515,1.00755
1.7,2.5,0,1.5708,38.1333,6.17522
1.7,2.5,0,1.88496,44.8235,6.69504
1.7,2.5,0,2.19911,42.1579,6.49291
1.7,2.5,0,2.51327,10.1912,3.19236
1.7,2.5,0,2.82743,6.97297,2.64064
1.7,2.5,0,3.14159,66.8684,8.17731
1.7,2.5,0,3.45575,31.0345,5.57086
1.7,2.5,0,3.76991,13.5,3.67423
1.7,2.5,0,4.08407,14.3846,3.79271
1.7,2.5,0,4.39823,16.0213,4.00266
1.7,2.5,0,4.71239,16.9697,4.11943
1.7,2.5,0,5.02655,27.7778,5.27046
1.7,2.5,0,5.34071,3.84615,1.96116
1.7,2.5,0,5.96903,2.02,1.42127
1.7,2.5,0.2,0.628319,0.740741,0.860663
1.7,2.5,0.2,1.25664,9.15,3.0249
1.7,2.5,0.2,1.5708,27.8361,5.27599
1.7,2.5,0.2,1.88496,47.2973,6.8773
1.7,2.5,0.2,2.19911,11.5909,3.40454
1.7,2.5,0.2,2.51327,16.0227,4.00284
1.7,2.5,0.2,2.82743,13.8182,3.71728
1.7,2.5,0.2,3.14159,124.654,11.1648
1.7,2.5,0.2,3.45575,71.1667,8.43603
1.7,2.5,0.2,3.76991,21,4.58258
1.7,2.5,0.2,4.08407,14.5122,3.80949
1.7,2.5,0.2,4.39823,4.52663,2.12759
1.7,2.5,0.2,4.71239,33.4138,5.78047
1.7,2.5,0.2,5.02655,47.5862,6.89828
1.7,2.5,0.2,5.34071,12.1875,3.49106
1.7,2.5,0.2,5.65487,1.37037,1.17063
1.7,2.5,0.4,0.942478,5.38462,2.32048
1.7,2.5,0.4,1.25664,8.90722,2.9845
1.7,2.5,0.4,1.5708,33.6765,5.80314
1.7,2.5,0.4,1.88496,10.6902,3.26959
1.7,2.5,0.4,2.19911,9.72603,3.11866
1.7,2.5,0.4,2.51327,6.34483,2.51889
1.7,2.5,0.4,2.82743,13.8249,3.71818
1.7,2.5,0.4,3.14159,27.9871,5.29028
1.7,2.5,0.4,3.45575,38.1132,6.17359
1.7,2.5,0.4,3.76991,36.8065,6.06683
1.7,2.5,0.4,4.08407,19.4353,4.40855
1.7,2.5,0.4,4.39823,4.65979,2.15866
1.7,2.5,0.4,4.71239,20.8372,4.56478
1.7,2.5,0.4,5.02655,18.9333,4.35125
1.7,2.5,0.4,5.34071,12.712,3.56539
1.7,2.5,0.4,5.65487,3.33333,1.82574
1.7,2.5,0.4,5.96903,0.246032,0.496016
1.7,2.5,0.6,0.942478,5.65385,2.37778
1.7,2.5,0.6,1.25664,6.5404,2.55742
1.7,2.5,0.6,1.5708,3.07278,1.75293
1.7,2.5,0.6,1.88496,1.50502,1.22679
1.7,2.5,0.6,2.19911,3.79191,1.94728
1.7,2.5,0.6,2.51327,5.62937,2.37263
1.7,2.5,0.6,2.82743,4.18883,2.04666
1.7,2.5,0.6,3.14159,12.8524,3.58502
1.7,2.5,0.6,3.45575,8.92265,2.98708
1.7,2.5,0.6,3.76991,13.6493,3.69449
1.7,2.5,0.6,4.08407,2.63934,1.62461
1.7,2.5,0.6,4.39823,2.43478,1.56038
1.7,2.5,0.6,4.71239,1.05936,1.02925
1.7,2.5,0.6,5.02655,4.13736,2.03405
1.7,2.5,0.6,5.34071,6.79487,2.6067
1.7,2.5,0.8,0.628319,0.0307298,0.175299
1.7,2.5,0.8,0.942478,0.0688705,0.262432
1.7,2.5,0.8,1.25664,0.654135,0.808786
1.7,2.5,0.8,1.5708,1.07397,1.03633
1.7,2.5,0.8,1.88496,1.54237,1.24192
1.7,2.5,0.8,2.19911,1.16323,1.07853
1.7,2.5,0.8,2.51327,2.32985,1.52639
1.7,2.5,0.8,2.82743,3.18182,1.78377
1.7,2.5,0.8,3.14159,3.84658,1.96127
1.7,2.5,0.8,3.45575,2.43106,1.55919
1.7,2.5,0.8,3.76991,3.75907,1.93883
1.7,2.5,0.8,4.08407,2.54774,1.59616
1.7,2.5,0.8,4.39823,2.2027,1.48415
1.7,2.5,0.8,4.71239,2.01274,1.41871
1.7,2.5,0.8,5.02655,1.48426,1.2183
1.7,2.5,0.8,5.34071,1.62771,1.27582
1.7,2.5,0.8,5.65487,0.158672,0.398336
1.7,2.5,0.8,5.96903,0.111111,0.333333
1.7,3,-0.8,1.25664,5.52,2.34947
1.7,3,-0.8,2.82743,36,6
1.7,3,-0.8,3.45575,17,4.12311
1.7,3,-0.8,4.08407,4.77778,2.18581
1.7,3,-0.6,0.314159,33.5,5.78792
1.7,3,-0.6,1.5708,32,5.65685
1.7,3,-0.6,4.71239,140,11.8322
1.7,3,-0.6,5.02655,39.75,6.30476
1.7,3,-0.6,5.65487,17,4.12311
1.7,3,-0.4,0.942478,21,4.58258
1.7,3,-0.4,1.25664,2.33333,1.52753
1.7,3,-0.4,1.5708,23,4.79583
1.7,3,-0.4,1.88496,94,9.69536
1.7,3,-0.4,2.19911,3.2,1.78885
1.7,3,-0.4,2.82743,399,19.975
1.7,3,-0.4,3.45575,24.6,4.95984
1.7,3,-0.4,3.76991,12.3684,3.51688
1.7,3,-0.4,4.08407,6.7,2.58844
1.7,3,-0.4,4.71239,38.5,6.20484
1.7,3,-0.4,5.02655,9.5,3.08221
1.7,3,-0.4,5.34071,1.44444,1.20185
1.7,3,-0.4,5.65487,35,5.91608
1.7,3,-0.4,5.96903,13.75,3.7081
1.7,3,-0.2,0.628319,7.5,2.73861
1.7,3,-0.2,1.5708,2.68966,1.64002
1.7,3,-0.2,1.88496,45,6.7082
1.7,3,-0.2,2.19911,30.6667,5.53775
1.7,3,-0.2,2.51327,11.375,3.37268
1.7,3,-0.2,2.82743,4,2
1.7,3,-0.2,3.14159,489,22.1133
1.7,3,-0.2,3.45575,3.0303,1.74078
1.7,3,-0.2,3.76991,116,10.7703
1.7,3,-0.2,4.08407,26.25,5.12348
1.7,3,-0.2,4.39823,36.3333,6.02771
1.7,3,-0.2,4.71239,186,13.6382
1.7,3,-0.2,5.65487,9.5,3.08221
1.7,3,0,0.628319,11,3.31662
1.7,3,0,1.25664,2.63889,1.62447
1.7,3,0,1.5708,56,7.48331
1.7,3,0,1.88496,69.4286,8.33238
1.7,3,0,2.19911,13.7143,3.70328
1.7,3,0,2.51327,13.2,3.63318
1.7,3,0,2.82743,44.1,6.64078
1.7,3,0,3.14159,102.286,10.1136
1.7,3,0,3.45575,150,12.2474
1.7,3,0,3.76991,75.5,8.68907
1.7,3,0,4.08407,47.1429,6.86607
1.7,3,0,4.39823,19.8182,4.45176
1.7,3,0,4.71239,74.0909,8.60761
1.7,3,0,5.02655,7.58621,2.75431
1.7,3,0.2,0.942478,4,2
1.7,3,0.2,1.25664,11.375,3.37268
1.7,3,0.2,1.5708,66,8.12404
1.7,3,0.2,1.88496,28.3125,5.32095
1.7,3,0.2,2.19911,4.70886,2.16999
1.7,3,0.2,2.51327,4.77778,2.18581
1.7,3,0.2,2.82743,13.0714,3.61544
1.7,3,0.2,3.14159,54,7.34847
1.7,3,0.2,3.45575,210,14.4914
1.7,3,0.2,3.76991,116.25,10.7819
1.7,3,0.2,4.08407,22.5333,4.74693
1.7,3,0.2,4.71239,18.7,4.32435
1.7,3,0.2,5.02655,28.9412,5.3797
1.7,3,0.2,5.34071,2.5,1.58114
1.7,3,0.2,5.65487,33,5.74456
1.7,3,0.4,0.628319,0.538462,0.733799
1.7,3,0.4,0.942478,2.62963,1.62161
1.7,3,0.4,1.25664,29.5385,5.43493
1.7,3,0.4,1.5708,32.4444,5.696
1.7,3,0.4,1.88496,14.6465,3.82707
1.7,3,0.4,2.19911,13.7895,3.71342
1.7,3,0.4,2.51327,3.45652,1.85917
1.7,3,0.4,2.82743,38.3256,6.19077
1.7,3,0.4,3.14159,62.7586,7.92203
1.7,3,0.4,3.45575,24.1,4.90918
1.7,3,0.4,3.76991,24.25,4.92443
1.7,3,0.4,4.08407,4.71429,2.17124
1.7,3,0.4,4.39823,86.7692,9.315
1.7,3,0.4,4.71239,10.4186,3.22779
1.7,3,0.4,5.02655,10.266,3.20405
1.7,3,0.4,5.34071,3.20513,1.79029
1.7,3,0.4,5.65487,2.89855,1.70251
1.7,3,0.6,0.942478,2.47619,1.57359
1.7,3,0.6,1.25664,3.28302,1.81191
1.7,3,0.6,1.5708,6.30769,2.51151
1.7,3,0.6,1.88496,10.4595,3.23411
1.7,3,0.6,2.19911,2.17476,1.47471
1.7,3,0.6,2.51327,1.72197,1.31224
1.7,3,0.6,2.82743,4.58824,2.14202
1.7,3,0.6,3.14159,5.9625,2.44182
1.7,3,0.6,3.45575,9.0625,3.0104
1.7,3,0.6,3.76991,4.93953,2.22251
1.7,3,0.6,4.39823,1.53731,1.23988
1.7,3,0.6,5.02655,2.0177,1.42046
1.7,3,0.6,5.65487,9.50943,3.08374
1.7,3,0.8,0.314159,0.0909091,0.301511
1.7,3,0.8,0.942478,0.203125,0.450694
1.7,3,0.8,1.25664,0.194332,0.440831
1.7,3,0.8,1.5708,0.887805,0.942234
1.7,3,0.8,1.88496,1.41732,1.19051
1.7,3,0.8,2.19911,2.56647,1.60202
1.7,3,0.8,2.51327,1.73684,1.31789
1.7,3,0.8,2.82743,4.56842,2.13739
1.7,3,0.8,3.14159,5.05155,2.24756
1.7,3,0.8,3.45575,6.13734,2.47737
1.7,3,0.8,3.76991,3.58247,1.89274
1.7,3,0.8,4.08407,4.77465,2.1851
1.7,3,0.8,4.39823,3.64865,1.91014
1.7,3,0.8,4.71239,2.73529,1.65387
1.7,3,0.8,5.02655,1.86861,1.36697
1.7,3,0.8,5.34071,1.12342,1.05991
1.7,3,0.8,5.65487,0.174812,0.418105
1.725,1.5,-0.8,1.88496,0.428571,0.654654
1.725,1.5,-0.8,5.02655,1.69231,1.30089
1.725,1.5,-0.8,5.34071,0.757576,0.870388
1.725,1.5,-0.6,0.314159,7.28571,2.69921
1.725,1.5,-0.6,0.942478,4.85714,2.20389
1.725,1.5,-0.6,1.88496,2.83333,1.68325
1.725,1.5,-0.6,2.19911,0.403846,0.635489
1.725,1.5,-0.4,1.5708,0.523077,0.723241
1.725,1.5,-0.4,1.88496,0.794118,0.891133
1.725,1.5,-0.4,4.08407,1.07246,1.0356
1.725,1.5,-0.4,4.71239,0.372093,0.609994
1.725,1.5,-0.4,5.65487,1.55556,1.24722
1.725,1.5,-0.4,5.96903,0.47619,0.690066
1.725,1.5,-0.2,0.942478,1.41176,1.18818
1.725,1.5,-0.2,1.25664,1.92308,1.38675
1.725,1.5,-0.2,1.88496,0.829268,0.910642
1.725,1.5,-0.2,2.19911,5.9,2.42899
1.725,1.5,-0.2,2.51327,0.808511,0.899172
1.725,1.5,-0.2,3.14159,3.73684,1.93309
1.725,1.5,-0.2,3.45575,7.6,2.75681
1.725,1.5,-0.2,4.39823,0.442105,0.66491
1.725,1.5,-0.2,4.71239,1.18644,1.08924
1.725,1.5,-0.2,5.96903,0.944444,0.971825
1.725,1.5,0,1.5708,3.9375,1.98431
1.725,1.5,0,2.19911,1.725,1.31339
1.725,1.5,0,3.14159,2.79612,1.67216
1.725,1.5,0,3.45575,3.41935,1.84915
1.725,1.5,0,3.76991,11.6,3.40588
1.725,1.5,0,4.08407,0.408451,0.639101
1.725,1.5,0,4.39823,2.97778,1.72562
1.725,1.5,0,4.71239,3.13636,1.77098
1.725,1.5,0,5.02655,0.953488,0.976467
1.725,1.5,0,5.34071,0.336449,0.580042
1.725,1.5,0,5.96903,0.174603,0.417855
1.725,1.5,0.2,0.628319,0.674699,0.821401
1.725,1.5,0.2,1.25664,4.45161,2.10988
1.725,1.5,0.2,1.88496,1.04065,1.02012
1.725,1.5,0.2,2.19911,0.542683,0.73667
1.725,1.5,0.2,2.82743,3.23077,1.79743
1.725,1.5,0.2,3.14159,1.62,1.27279
1.725,1.5,0.2,3.45575,3.07143,1.75255
1.725,1.5,0.2,3.76991,2.53125,1.59099
1.725,1.5,0.2,4.39823,2.90476,1.70434
1.725,1.5,0.2,4.71239,3.20588,1.7905
1.725,1.5,0.2,5.02655,1.47692,1.21529
1.725,1.5,0.4,0.942478,0.5,0.707107
1.725,1.5,0.4,1.25664,0.957746,0.978645
1.725,1.5,0.4,1.5708,1.38596,1.17727
1.725,1.5,0.4,1.88496,4.33333,2.08167
1.725,1.5,0.4,2.19911,0.363636,0.603023
1.725,1.5,0.4,2.82743,0.415094,0.644278
1.725,1.5,0.4,3.45575,0.586387,0.765759
1.725,1.5,0.4,3.76991,3.42929,1.85184
1.725,1.5,0.4,4.71239,1.31156,1.14523
1.725,1.5,0.4,5.02655,0.529801,0.727875
1.725,1.5,0.4,5.34071,0.270833,0.520416
1.725,1.5,0.4,5.65487,0.0773639,0.278144
1.725,1.5,0.6,0.628319,0.0867679,0.294564
1.725,1.5,0.6,0.942478,0.287719,0.536395
1.725,1.5,0.6,1.5708,1.86364,1.36515
1.725,1.5,0.6,1.88496,0.194774,0.441332
1.725,1.5,0.6,2.19911,0.10566,0.325054
1.725,1.5,0.6,2.82743,0.892857,0.944911
1.725,1.5,0.6,3.45575,0.0749543,0.273778
1.725,1.5,0.6,3.76991,0.317935,0.563857
1.725,1.5,0.6,4.08407,0.0734558,0.271027
1.725,1.5,0.6,4.71239,0.276786,0.526104
1.725,1.5,0.6,5.02655,0.578431,0.760547
1.725,1.5,0.6,5.34071,0.40107,0.6333
1.725,1.5,0.6,5.65487,0.13125,0.362284
1.725,1.5,0.6,5.96903,0.0384615,0.196116
1.725,1.5,0.8,0.628319,0.010101,0.100504
1.725,1.5,0.8,0.942478,0.0382514,0.19558
1.725,1.5,0.8,1.25664,0.169565,0.411783
1.725,1.5,0.8,1.5708,0.10325,0.321326
1.725,1.5,0.8,1.88496,0.01868,0.136675
1.725,1.5,0.8,2.19911,0.0853293,0.292112
1.725,1.5,0.8,2.51327,0.091195,0.301985
1.725,1.5,0.8,2.82743,0.0596026,0.244137
1.725,1.5,0.8,3.14159,0.17931,0.423451
1.725,1.5,0.8,3.45575,0.0852459,0.291969
1.725,1.5,0.8,3.76991,0.507772,0.712581
1.725,1.5,0.8,4.08407,0.465909,0.682575
1.725,1.5,0.8,4.39823,0.167939,0.409804
1.725,1.5,0.8,5.02655,0.0899123,0.299854
1.725,1.5,0.8,5.34071,0.21875,0.467707
1.725,1.5,0.8,5.96903,0.00695652,0.0834058
1.725,2,-0.8,0.314159,5.16327,2.27228
1.725,2,-0.8,0.942478,10.7879,3.28449
1.725,2,-0.8,1.25664,4.3125,2.07666
1.725,2,-0.8,1.88496,8.72727,2.9542
1.725,2,-0.8,4.39823,0.968421,0.984084
1.725,2,-0.8,5.02655,1.63636,1.2792
1.725,2,-0.8,5.34071,9.4,3.06594
1.725,2,-0.6,0.314159,7.70492,2.77577
1.725,2,-0.6,0.628319,11.6923,3.4194
1.725,2,-0.6,0.942478,13.9041,3.72882
1.725,2,-0.6,1.25664,1.93684,1.3917
1.725,2,-0.6,1.5708,1.79167,1.33853
1.725,2,-0.6,1.88496,2.26389,1.50462
1.725,2,-0.6,2.19911,1.80541,1.34365
1.725,2,-0.6,2.82743,0.942529,0.970839
1.725,2,-0.6,3.14159,3.71631,1.92777
1.725,2,-0.6,3.45575,10.7843,3.28395
1.725,2,-0.6,4.39823,4,2
1.725,2,-0.6,4.71239,8.13333,2.8519
1.725,2,-0.6,5.02655,1.32,1.14891
1.725,2,-0.6,5.34071,1.98113,1.40753
1.725,2,-0.6,5.65487,2.89333,1.70098
1.725,2,-0.6,5.96903,8.78947,2.9647
1.725,2,-0.4,0.314159,3.82353,1.95538
1.725,2,-0.4,0.942478,1.624,1.27436
1.725,2,-0.4,1.25664,6.44118,2.53795
1.725,2,-0.4,1.5708,4.53659,2.12993
1.725,2,-0.4,1.88496,8.54369,2.92296
1.725,2,-0.4,2.19911,12.0976,3.47815
1.725,2,-0.4,2.51327,12.3333,3.51188
1.725,2,-0.4,2.82743,1.73643,1.31774
1.725,2,-0.4,3.14159,43.3824,6.58653
1.725,2,-0.4,3.45575,11.2459,3.35349
1.725,2,-0.4,3.76991,3.64516,1.90923
1.725,2,-0.4,4.08407,3.82979,1.95698
1.725,2,-0.4,4.39823,3.05814,1.74875
1.725,2,-0.4,4.71239,4.47458,2.11532
1.725,2,-0.4,5.02655,8.21739,2.8666
1.725,2,-0.4,5.34071,4.31707,2.07776
1.725,2,-0.4,5.65487,117.714,10.8496
1.725,2,-0.2,0.314159,1.06818,1.03353
1.725,2,-0.2,0.628319,6.20408,2.4908
1.725,2,-0.2,0.942478,1.21192,1.10087
1.725,2,-0.2,1.25664,4.22642,2.05582
1.725,2,-0.2,1.5708,8.06557,2.84
1.725,2,-0.2,1.88496,64,8
1.725,2,-0.2,2.19911,9.69643,3.11391
1.725,2,-0.2,2.51327,2.66279,1.63181
1.725,2,-0.2,2.82743,13.24,3.63868
1.725,2,-0.2,3.14159,22.2845,4.72064
1.725,2,-0.2,3.45575,69.7455,8.35137
1.725,2,-0.2,3.76991,9.11429,3.01899
1.725,2,-0.2,4.08407,8.64615,2.94043
1.725,2,-0.2,4.39823,24.7742,4.97737
1.725,2,-0.2,4.71239,14.6296,3.82487
1.725,2,-0.2,5.02655,16.8132,4.10039
1.725,2,-0.2,5.34071,4.3125,2.07666
1.725,2,-0.2,5.65487,6.13372,2.47664
1.725,2,-0.2,5.96903,11.16,3.34066
1.725,2,0,0.314159,0.2,0.447214
1.725,2,0,0.628319,3.18182,1.78377
1.725,2,0,0.942478,1.0429,1.02123
1.725,2,0,1.25664,3.08511,1.75645
1.725,2,0,1.5708,18.7087,4.32535
1.725,2,0,1.88496,46.3768,6.81005
1.725,2,0,2.19911,21.1881,4.60306
1.725,2,0,2.51327,3.69643,1.92261
1.725,2,0,2.82743,27.75,5.26783
1.725,2,0,3.14159,23.2371,4.82048
1.725,2,0,3.45575,10.3775,3.22141
1.725,2,0,3.76991,11.3067,3.36254
1.725,2,0,4.08407,5.51408,2.34821
1.725,2,0,4.39823,78.8824,8.88157
1.725,2,0,4.71239,15.1186,3.88827
1.725,2,0,5.02655,20.8667,4.568
1.725,2,0,5.34071,0.635135,0.796954
1.725,2,0,5.65487,0.424615,0.651625
1.725,2,0.2,1.25664,11.528,3.39528
1.725,2,0.2,1.5708,9.41489,3.06837
1.725,2,0.2,1.88496,17.8411,4.22388
1.725,2,0.2,2.19911,9.3913,3.06452
1.725,2,0.2,2.51327,5.70093,2.38766
1.725,2,0.2,2.82743,29.2488,5.40822
1.725,2,0.2,3.14159,69,8.30662
1.725,2,0.2,3.45575,18.4453,4.2948
1.725,2,0.2,3.76991,14.1916,3.76717
1.725,2,0.2,4.08407,3.54795,1.8836
1.725,2,0.2,4.39823,21.1538,4.59933
1.725,2,0.2,4.71239,21.0324,4.58611
1.725,2,0.2,5.02655,20.6667,4.54606
1.725,2,0.2,5.34071,1.73941,1.31887
1.725,2,0.2,5.65487,0.771739,0.878487
1.725,2,0.2,5.96903,0.977528,0.9887
1.725,2,0.4,0.628319,0.021097,0.145248
1.725,2,0.4,0.942478,1.13433,1.06505
1.725,2,0.4,1.25664,7.29498,2.70092
1.725,2,0.4,1.5708,14.2965,3.78106
1.725,2,0.4,1.88496,17.1546,4.14182
1.725,2,0.4,2.19911,4.86525,2.20573
1.725,2,0.4,2.51327,4.09326,2.02318
1.725,2,0.4,2.82743,8.49419,2.91448
1.725,2,0.4,3.14159,9.2562,3.0424
1.725,2,0.4,3.45575,9.56197,3.09224
1.725,2,0.4,3.76991,12.4797,3.53266
1.725,2,0.4,4.08407,1.93878,1.3924
1.725,2,0.4,4.39823,2.65041,1.62801
1.725,2,0.4,4.71239,7.71019,2.77672
1.725,2,0.4,5.02655,17.3115,4.16071
1.725,2,0.4,5.34071,3.1134,1.76448
1.725,2,0.4,5.65487,1.89579,1.37688
1.725,2,0.6,0.628319,0.260163,0.510061
1.725,2,0.6,0.942478,3.61388,1.90102
1.725,2,0.6,1.25664,4.25769,2.06342
1.725,2,0.6,1.5708,4.80418,2.19184
1.725,2,0.6,1.88496,1.97838,1.40655
1.725,2,0.6,2.19911,0.277119,0.526421
1.725,2,0.6,2.51327,2.33563,1.52828
1.725,2,0.6,2.82743,6.25644,2.50129
1.725,2,0.6,3.14159,6.87086,2.62123
1.725,2,0.6,3.45575,6.2462,2.49924
1.725,2,0.6,3.76991,7.70279,2.77539
1.725,2,0.6,4.08407,2.08731,1.44475
1.725,2,0.6,4.39823,0.142549,0.377556
1.725,2,0.6,4.71239,2.68142,1.6375
1.725,2,0.6,5.02655,8.67556,2.94543
1.725,2,0.6,5.34071,5.01282,2.23893
1.725,2,0.6,5.65487,2.44327,1.5631
1.725,2,0.6,5.96903,0.251269,0.501267
1.725,2,0.8,0.314159,0.0222452,0.149148
1.725,2,0.8,0.628319,0.0151515,0.123091
