 11.50      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
 14.50     -0.31824505    0.02488625       0.28425127    0.02094576      -0.08241465    0.00576753       0.00765989    0.00052002     
 17.50     -0.00992061    0.00461128       0.01299330    0.00499416      -0.00481093    0.00172676       0.00043552    0.00018965     
 20.50     -0.01524080    0.00246910       0.01673007    0.00339922      -0.00554339    0.00145044       0.00047715    0.00018948     
 23.50     -0.02327017    0.00185620       0.02679215    0.00309581      -0.00990207    0.00157114       0.00103607    0.00023678     
 26.50     -0.01742361    0.00165975       0.01668793    0.00326507      -0.00469977    0.00193024       0.00025986    0.00032850     
 29.50     -0.00675803    0.00129625      -0.00243082    0.00302042       0.00648975    0.00208051      -0.00163339    0.00040348     
 32.50     -0.01076839    0.00049122       0.00953599    0.00084960      -0.00175066    0.00035631       0.00000000    0.00000000     
 35.50     -0.00662352    0.00028564       0.00391551    0.00033435       0.00000000    0.00000000       0.00000000    0.00000000     
 38.50     -0.00669625    0.00042825       0.00367346    0.00052478       0.00000000    0.00000000       0.00000000    0.00000000     
 41.50     -0.00634668    0.00047453       0.00413168    0.00061281       0.00000000    0.00000000       0.00000000    0.00000000     
 44.50     -0.00514431    0.00071232       0.00219038    0.00091660       0.00000000    0.00000000       0.00000000    0.00000000     
 47.50     -0.00530396    0.00057066       0.00257184    0.00074170       0.00000000    0.00000000       0.00000000    0.00000000     
 50.50      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
 53.50      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
 56.50      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
  0.00      0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000       0.00000000    0.00000000     
